Todo;Código postal;Municipio
43016 Arboç, L';43016; Arboç, L'
04017 Arboleas;04017; Arboleas
43015 Arbolí;43015; Arbolí
17009 Arbúcies;17009; Arbúcies
16905 Arcas;16905; Arcas
31028 Arce/Artzi;31028; Arce/Artzi
37033 Arcediano;37033; Arcediano
49010 Arcenillas;49010; Arcenillas
30009 Archena;30009; Archena
29016 Árchez;29016; Árchez
29017 Archidona;29017; Archidona
45015 Arcicóllar;45015; Arcicóllar
37034 Arco, El;37034; Arco, El
34015 Arconada;34015; Arconada
40020 Arcones;40020; Arcones
09023 Arcos;09023; Arcos
42025 Arcos de Jalón;42025; Arcos de Jalón
11006 Arcos de la Frontera;11006; Arcos de la Frontera
49011 Arcos de la Polvorosa;49011; Arcos de la Polvorosa
16022 Arcos de la Sierra;16022; Arcos de la Sierra
44026 Arcos de las Salinas;44026; Arcos de las Salinas
31029 Arcos, Los;31029; Arcos, Los
29018 Ardales;29018; Ardales
50033 Ardisa;50033; Ardisa
24006 Ardón;24006; Ardón
48093 Areatza;48093; Areatza
31030 Arellano;31030; Arellano
22035 Arén;22035; Arén
05013 Arenal, El;05013; Arenal, El
13903 Arenales de San Gregorio;13903; Arenales de San Gregorio
29019 Arenas;29019; Arenas
39004 Arenas de Iguña;39004; Arenas de Iguña
13018 Arenas de San Juan;13018; Arenas de San Juan
05014 Arenas de San Pedro;05014; Arenas de San Pedro
18020 Arenas del Rey;18020; Arenas del Rey
42026 Arenillas;42026; Arenillas
09024 Arenillas de Riopisuerga;09024; Arenillas de Riopisuerga
44027 Arens de Lledó;44027; Arens de Lledó
08006 Arenys de Mar;08006; Arenys de Mar
08007 Arenys de Munt;08007; Arenys de Munt
26015 Arenzana de Abajo;26015; Arenzana de Abajo
26016 Arenzana de Arriba;26016; Arenzana de Arriba
15004 Ares;15004; Ares
12014 Ares del Maestrat;12014; Ares del Maestrat
31031 Areso;31031; Areso
20013 Aretxabaleta;20013; Aretxabaleta
05015 Arevalillo;05015; Arevalillo
40021 Arevalillo de Cega;40021; Arevalillo de Cega
05016 Arévalo;05016; Arévalo
42027 Arévalo de la Sierra;42027; Arévalo de la Sierra
13019 Argamasilla de Alba;13019; Argamasilla de Alba
13020 Argamasilla de Calatrava;13020; Argamasilla de Calatrava
28014 Arganda del Rey;28014; Arganda del Rey
24007 Arganza;24007; Arganza
49012 Argañín;49012; Argañín
22036 Argavieso;22036; Argavieso
19039 Argecilla;19039; Argecilla
17010 Argelaguer;17010; Argelaguer
12015 Argelita;12015; Argelita
08008 Argençola;08008; Argençola
44028 Argente;44028; Argente
43017 Argentera, L';43017; Argentera, L'
08009 Argentona;08009; Argentona
45016 Argés;45016; Argés
39005 Argoños;39005; Argoños
31032 Arguedas;31032; Arguedas
22037 Arguis;22037; Arguis
16024 Arguisuelas;16024; Arguisuelas
49013 Argujillo;49013; Argujillo
31033 Aria;31033; Aria
07901 Ariany;07901; Ariany
31034 Aribe;31034; Aribe
38005 Arico;38005; Arico
09025 Arija;09025; Arija
44029 Ariño;44029; Ariño
50034 Ariza;50034; Ariza
23006 Arjona;23006; Arjona
23007 Arjonilla;23007; Arjonilla
09026 Arlanzón;09026; Arlanzón
19040 Armallones;19040; Armallones
31035 Armañanzas;31035; Armañanzas
17011 Armentera, L';17011; Armentera, L'
37035 Armenteros;37035; Armenteros
18021 Armilla;18021; Armilla
01006 Armiñón;01006; Armiñón
40022 Armuña;40022; Armuña
04018 Armuña de Almanzora;04018; Armuña de Almanzora
19041 Armuña de Tajuña;19041; Armuña de Tajuña
26017 Arnedillo;26017; Arnedillo
26018 Arnedo;26018; Arnedo
43018 Arnes;43018; Arnes
32003 Arnoia, A;32003; Arnoia, A
39006 Arnuero;39006; Arnuero
21008 Aroche;21008; Aroche
38006 Arona;38006; Arona
49014 Arquillinos;49014; Arquillinos
23008 Arquillos;23008; Arquillos
49015 Arrabalde;49015; Arrabalde
01037 Arraia-Maeztu;01037; Arraia-Maeztu
16025 Arrancacepas;16025; Arrancacepas
48009 Arrankudiaga;48009; Arrankudiaga
20055 Arrasate/Mondragón;20055; Arrasate/Mondragón
48914 Arratzu;48914; Arratzu
01008 Arratzua-Ubarrundia;01008; Arratzua-Ubarrundia
09027 Arraya de Oca;09027; Arraya de Oca
35004 Arrecife;35004; Arrecife
39007 Arredondo;39007; Arredondo
25031 Arres;25031; Arres
29020 Arriate;29020; Arriate
48010 Arrieta;48010; Arrieta
48011 Arrigorriaga;48011; Arrigorriaga
13021 Arroba de los Montes;13021; Arroba de los Montes
31036 Arróniz;31036; Arróniz
47010 Arroyo de la Encomienda;47010; Arroyo de la Encomienda
10021 Arroyo de la Luz;10021; Arroyo de la Luz
19042 Arroyo de las Fraguas;19042; Arroyo de las Fraguas
06012 Arroyo de San Serván;06012; Arroyo de San Serván
23905 Arroyo del Ojanco;23905; Arroyo del Ojanco
10023 Arroyomolinos;10023; Arroyomolinos
28015 Arroyomolinos;28015; Arroyomolinos
10022 Arroyomolinos de la Vera;10022; Arroyomolinos de la Vera
21009 Arroyomolinos de León;21009; Arroyomolinos de León
31037 Arruazu;31037; Arruazu
26019 Arrúbal;26019; Arrúbal
25032 Arsèguel;25032; Arsèguel
07006 Artà;07006; Artà
31038 Artajona;31038; Artajona
12016 Artana;12016; Artana
31039 Artazu;31039; Artazu
48023 Artea;48023; Artea
15005 Arteixo;15005; Arteixo
35005 Artenara;35005; Artenara
08010 Artés;08010; Artés
25033 Artesa de Lleida;25033; Artesa de Lleida
25034 Artesa de Segre;25034; Artesa de Segre
50035 Artieda;50035; Artieda
48008 Artzentales;48008; Artzentales
01004 Artziniega;01004; Artziniega
35006 Arucas;35006; Arucas
15006 Arzúa;15006; Arzúa
43019 Ascó;43019; Ascó
50036 Asín;50036; Asín
25036 Aspa;25036; Aspa
49016 Aspariegos;49016; Aspariegos
01009 Asparrena;01009; Asparrena
03019 Aspe;03019; Aspe
20014 Asteasu;20014; Asteasu
20903 Astigarraga;20903; Astigarraga
39008 Astillero, El;39008; Astillero, El
24008 Astorga;24008; Astorga
34017 Astudillo;34017; Astudillo
49017 Asturianos;49017; Asturianos
29021 Atajate;29021; Atajate
06013 Atalaya;06013; Atalaya
16026 Atalaya del Cañavate;16026; Atalaya del Cañavate
37037 Atalaya, La;37037; Atalaya, La
19043 Atanzón;19043; Atanzón
09029 Atapuerca;09029; Atapuerca
47011 Ataquines;47011; Ataquines
18022 Atarfe;18022; Atarfe
20015 Ataun;20015; Ataun
28016 Atazar, El;28016; Atazar, El
50037 Atea;50037; Atea
50038 Ateca;50038; Ateca
31040 Atetz;31040; Atetz
19044 Atienza;19044; Atienza
48091 Atxondo;48091; Atxondo
46003 Atzeneta d'Albaida;46003; Atzeneta d'Albaida
12001 Atzeneta del Maestrat;12001; Atzeneta del Maestrat
03001 Atzúbia, l';03001; Atzúbia, l'
48070 Aulesti;48070; Aulesti
19045 Auñón;19045; Auñón
31058 Auritz/Burguete;31058; Auritz/Burguete
26020 Ausejo;26020; Ausejo
42028 Ausejo de la Sierra;42028; Ausejo de la Sierra
09030 Ausines, Los;09030; Ausines, Los
34018 Autilla del Pino;34018; Autilla del Pino
34019 Autillo de Campos;34019; Autillo de Campos
26021 Autol;26021; Autol
05017 Aveinte;05017; Aveinte
05018 Avellaneda;05018; Avellaneda
25037 Avellanes i Santa Linya, Les;25037; Avellanes i Santa Linya, Les
09032 Avellanosa de Muñó;09032; Avellanosa de Muñó
08011 Avià;08011; Avià
05019 Ávila;05019; Ávila
33004 Avilés;33004; Avilés
08012 Avinyó;08012; Avinyó
17012 Avinyonet de Puigventós;17012; Avinyonet de Puigventós
08013 Avinyonet del Penedès;08013; Avinyonet del Penedès
32004 Avión;32004; Avión
01010 Ayala/Aiara;01010; Ayala/Aiara
21010 Ayamonte;21010; Ayamonte
31041 Ayegui/Aiegi;31041; Ayegui/Aiegi
22039 Ayerbe;22039; Ayerbe
40024 Ayllón;40024; Ayllón
02011 Ayna;02011; Ayna
12017 Ayódar;12017; Ayódar
49018 Ayoó de Vidriales;49018; Ayoó de Vidriales
46044 Ayora;46044; Ayora
34020 Ayuela;34020; Ayuela
31042 Azagra;31042; Azagra
44031 Azaila;44031; Azaila
22040 Azanuy-Alins;22040; Azanuy-Alins
22041 Azara;22041; Azara
20017 Azkoitia;20017; Azkoitia
22042 Azlor;22042; Azlor
41012 Aznalcázar;41012; Aznalcázar
41013 Aznalcóllar;41013; Aznalcóllar
26022 Azofra;26022; Azofra
20018 Azpeitia;20018; Azpeitia
06014 Azuaga;06014; Azuaga
50039 Azuara;50039; Azuara
12018 Azuébar;12018; Azuébar
31043 Azuelo;31043; Azuelo
19046 Azuqueca de Henares;19046; Azuqueca de Henares
45017 Azután;45017; Azután
37038 Babilafuente;37038; Babilafuente
04019 Bacares;04019; Bacares
06015 Badajoz;06015; Badajoz
08015 Badalona;08015; Badalona
26023 Badarán;26023; Badarán
44032 Bádenas;44032; Bádenas
08904 Badia del Vallès;08904; Badia del Vallès
41014 Badolatosa;41014; Badolatosa
50040 Badules;50040; Badules
22043 Baélls;22043; Baélls
14007 Baena;14007; Baena
23009 Baeza;23009; Baeza
08016 Bagà;08016; Bagà
44033 Báguena;44033; Báguena
50041 Bagüés;50041; Bagüés
47012 Bahabón;47012; Bahabón
09033 Bahabón de Esgueva;09033; Bahabón de Esgueva
19047 Baides;19047; Baides
23010 Bailén;23010; Bailén
22044 Bailo;22044; Bailo
36003 Baiona;36003; Baiona
25039 Baix Pallars;25039; Baix Pallars
31044 Bakaiku;31044; Bakaiku
48012 Bakio;48012; Bakio
25040 Balaguer;25040; Balaguer
04904 Balanegra;04904; Balanegra
02012 Balazote;02012; Balazote
09034 Balbases, Los;09034; Balbases, Los
24009 Balboa;24009; Balboa
50042 Balconchán;50042; Balconchán
22045 Baldellou;22045; Baldellou
27004 Baleira;27004; Baleira
08017 Balenyà;08017; Balenyà
20904 Baliarrain;20904; Baliarrain
02014 Ballestero, El;02014; Ballestero, El
13022 Ballesteros de Calatrava;13022; Ballesteros de Calatrava
22046 Ballobar;22046; Ballobar
48090 Balmaseda;48090; Balmaseda
03020 Balones;03020; Balones
02013 Balsa de Ves;02013; Balsa de Ves
08018 Balsareny;08018; Balsareny
34022 Baltanás;34022; Baltanás
32005 Baltar;32005; Baltar
22047 Banastás;22047; Banastás
32006 Bande;32006; Bande
07007 Banyalbufar;07007; Banyalbufar
03021 Banyeres de Mariola;03021; Banyeres de Mariola
43020 Banyeres del Penedès;43020; Banyeres del Penedès
17015 Banyoles;17015; Banyoles
15007 Baña, A;15007; Baña, A
26024 Bañares;26024; Bañares
24010 Bañeza, La;24010; Bañeza, La
37039 Bañobárez;37039; Bañobárez
44034 Bañón;44034; Bañón
01011 Baños de Ebro/Mañueta;01011; Baños de Ebro/Mañueta
23011 Baños de la Encina;23011; Baños de la Encina
32007 Baños de Molgas;32007; Baños de Molgas
10024 Baños de Montemayor;10024; Baños de Montemayor
26026 Baños de Río Tobía;26026; Baños de Río Tobía
26025 Baños de Rioja;26025; Baños de Rioja
19048 Baños de Tajo;19048; Baños de Tajo
09035 Baños de Valdearados;09035; Baños de Valdearados
19049 Bañuelos;19049; Bañuelos
09036 Bañuelos de Bureba;09036; Bañuelos de Bureba
34024 Baquerín de Campos;34024; Baquerín de Campos
16027 Barajas de Melo;16027; Barajas de Melo
48013 Barakaldo;48013; Barakaldo
27901 Baralla;27901; Baralla
31901 Barañáin/Barañain;31901; Barañáin/Barañain
42029 Baraona;42029; Baraona
31045 Barásoain;31045; Barásoain
32008 Barbadás;32008; Barbadás
37040 Barbadillo;37040; Barbadillo
09037 Barbadillo de Herreros;09037; Barbadillo de Herreros
09038 Barbadillo del Mercado;09038; Barbadillo del Mercado
09039 Barbadillo del Pez;09039; Barbadillo del Pez
37041 Barbalos;37041; Barbalos
31046 Barbarin;31046; Barbarin
22048 Barbastro;22048; Barbastro
11007 Barbate;11007; Barbate
25041 Barbens;25041; Barbens
43021 Barberà de la Conca;43021; Barberà de la Conca
08252 Barberà del Vallès;08252; Barberà del Vallès
50043 Bárboles;50043; Bárboles
40025 Barbolla;40025; Barbolla
22049 Barbués;22049; Barbués
22050 Barbuñales;22050; Barbuñales
42030 Barca;42030; Barca
22051 Bárcabo;22051; Bárcabo
06016 Barcarrota;06016; Barcarrota
08019 Barcelona;08019; Barcelona
34025 Bárcena de Campos;34025; Bárcena de Campos
39009 Bárcena de Cicero;39009; Bárcena de Cicero
39010 Bárcena de Pie de Concha;39010; Bárcena de Pie de Concha
37042 Barceo;37042; Barceo
16029 Barchín del Hoyo;16029; Barchín del Hoyo
47013 Barcial de la Loma;47013; Barcial de la Loma
49019 Barcial del Barco;49019; Barcial del Barco
45018 Barcience;45018; Barcience
05021 Barco de Ávila, El;05021; Barco de Ávila, El
32009 Barco de Valdeorras, O;32009; Barco de Valdeorras, O
42031 Barcones;42031; Barcones
50044 Bardallur;50044; Bardallur
39011 Bareyo;39011; Bareyo
45019 Bargas;45019; Bargas
31047 Bargota;31047; Bargota
31048 Barillas;31048; Barillas
24011 Barjas;24011; Barjas
38007 Barlovento;38007; Barlovento
25042 Baronia de Rialb, La;25042; Baronia de Rialb, La
12020 Barracas;12020; Barracas
44035 Barrachina;44035; Barrachina
05022 Barraco, El;05022; Barraco, El
10025 Barrado;10025; Barrado
02015 Barrax;02015; Barrax
27005 Barreiros;27005; Barreiros
48014 Barrika;48014; Barrika
09041 Barrio de Muñó;09041; Barrio de Muñó
19050 Barriopedro;19050; Barriopedro
09043 Barrios de Bureba, Los;09043; Barrios de Bureba, Los
09044 Barrios de Colina;09044; Barrios de Colina
24012 Barrios de Luna, Los;24012; Barrios de Luna, Los
11008 Barrios, Los;11008; Barrios, Los
36002 Barro;36002; Barro
05023 Barromán;05023; Barromán
37044 Barruecopardo;37044; Barruecopardo
34027 Barruelo de Santullán;34027; Barruelo de Santullán
47014 Barruelo del Valle;47014; Barruelo del Valle
01013 Barrundia;01013; Barrundia
46046 Barx;46046; Barx
46045 Barxeta;46045; Barxeta
31049 Basaburua;31049; Basaburua
40026 Basardilla;40026; Basardilla
48015 Basauri;48015; Basauri
17016 Bàscara;17016; Bàscara
09045 Basconcillos del Tozo;09045; Basconcillos del Tozo
34028 Báscones de Ojeda;34028; Báscones de Ojeda
09046 Bascuñana;09046; Bascuñana
16030 Bascuñana de San Pedro;16030; Bascuñana de San Pedro
25044 Bassella;25044; Bassella
37045 Bastida, La;37045; Bastida, La
43022 Batea;43022; Batea
06017 Baterno;06017; Baterno
28017 Batres;28017; Batres
25045 Bausen;25045; Bausen
04020 Bayárcal;04020; Bayárcal
04021 Bayarque;04021; Bayarque
42032 Bayubas de Abajo;42032; Bayubas de Abajo
42033 Bayubas de Arriba;42033; Bayubas de Arriba
18023 Baza;18023; Baza
31050 Baztan;31050; Baztan
44036 Bea;44036; Bea
32010 Beade;32010; Beade
16031 Beamud;16031; Beamud
32011 Beariz;32011; Beariz
21011 Beas;21011; Beas
18024 Beas de Granada;18024; Beas de Granada
18025 Beas de Guadix;18025; Beas de Guadix
23012 Beas de Segura;23012; Beas de Segura
20019 Beasain;20019; Beasain
05024 Becedas;05024; Becedas
05025 Becedillas;05025; Becedillas
44037 Beceite;44037; Beceite
27006 Becerreá;27006; Becerreá
34029 Becerril de Campos;34029; Becerril de Campos
28018 Becerril de la Sierra;28018; Becerril de la Sierra
47015 Becilla de Valderaduey;47015; Becilla de Valderaduey
04022 Bédar;04022; Bédar
48092 Bedia;48092; Bedia
23902 Bedmar y Garcíez;23902; Bedmar y Garcíez
23014 Begíjar;23014; Begíjar
27007 Begonte;27007; Begonte
08020 Begues;08020; Begues
17013 Begur;17013; Begur
31137 Beintza-Labaien;31137; Beintza-Labaien
31051 Beire;31051; Beire
04023 Beires;04023; Beires
20020 Beizama;20020; Beizama
37046 Béjar;37046; Béjar
12022 Bejís;12022; Bejís
14008 Belalcázar;14008; Belalcázar
31052 Belascoáin;31052; Belascoáin
20021 Belauntza;20021; Belauntza
09047 Belbimbre;09047; Belbimbre
50045 Belchite;50045; Belchite
37047 Beleña;37047; Beleña
46047 Bèlgida;46047; Bèlgida
25046 Belianes;25046; Belianes
16032 Belinchón;16032; Belinchón
25170 Bellaguarda;25170; Bellaguarda
17018 Bellcaire d'Empordà;17018; Bellcaire d'Empordà
25047 Bellcaire d'Urgell;25047; Bellcaire d'Urgell
25048 Bell-lloc d'Urgell;25048; Bell-lloc d'Urgell
43023 Bellmunt del Priorat;43023; Bellmunt del Priorat
25049 Bellmunt d'Urgell;25049; Bellmunt d'Urgell
44039 Bello;44039; Bello
08021 Bellprat;08021; Bellprat
25050 Bellpuig;25050; Bellpuig
46048 Bellreguard;46048; Bellreguard
46049 Bellús;46049; Bellús
43024 Bellvei;43024; Bellvei
25051 Bellver de Cerdanya;25051; Bellver de Cerdanya
25052 Bellvís;25052; Bellvís
14009 Belmez;14009; Belmez
23015 Bélmez de la Moraleda;23015; Bélmez de la Moraleda
16033 Belmonte;16033; Belmonte
34031 Belmonte de Campos;34031; Belmonte de Campos
50046 Belmonte de Gracián;50046; Belmonte de Gracián
33005 Belmonte de Miranda;33005; Belmonte de Miranda
44038 Belmonte de San José;44038; Belmonte de San José
28019 Belmonte de Tajo;28019; Belmonte de Tajo
16034 Belmontejo;16034; Belmontejo
09048 Belorado;09048; Belorado
22052 Belver de Cinca;22052; Belver de Cinca
49020 Belver de los Montes;49020; Belver de los Montes
45020 Belvís de la Jara;45020; Belvís de la Jara
10026 Belvís de Monroy;10026; Belvís de Monroy
24014 Bembibre;24014; Bembibre
22053 Benabarre;22053; Benabarre
41015 Benacazón;41015; Benacazón
29022 Benadalid;29022; Benadalid
47016 Benafarces;47016; Benafarces
12024 Benafer;12024; Benafer
12025 Benafigos;12025; Benafigos
46050 Benagéber;46050; Benagéber
46051 Benaguasil;46051; Benaguasil
04024 Benahadux;04024; Benahadux
29023 Benahavís;29023; Benahavís
29024 Benalauría;29024; Benalauría
29025 Benalmádena;29025; Benalmádena
18027 Benalúa;18027; Benalúa
18028 Benalúa de las Villas;18028; Benalúa de las Villas
11901 Benalup-Casas Viejas;11901; Benalup-Casas Viejas
29026 Benamargosa;29026; Benamargosa
18029 Benamaurel;18029; Benamaurel
14010 Benamejí;14010; Benamejí
29027 Benamocarra;29027; Benamocarra
11009 Benaocaz;11009; Benaocaz
29028 Benaoján;29028; Benaoján
29029 Benarrabá;29029; Benarrabá
03022 Benasau;03022; Benasau
22054 Benasque;22054; Benasque
12026 Benassal;12026; Benassal
23016 Benatae;23016; Benatae
25053 Benavent de Segrià;25053; Benavent de Segrià
49021 Benavente;49021; Benavente
24015 Benavides;24015; Benavides
46052 Benavites;46052; Benavites
49022 Benegiles;49022; Benegiles
03023 Beneixama;03023; Beneixama
46053 Beneixida;46053; Beneixida
03024 Benejúzar;03024; Benejúzar
46054 Benetússer;46054; Benetússer
03025 Benferri;03025; Benferri
03026 Beniarbeig;03026; Beniarbeig
03027 Beniardá;03027; Beniardá
46055 Beniarjó;46055; Beniarjó
03028 Beniarrés;03028; Beniarrés
46056 Beniatjar;46056; Beniatjar
12027 Benicarló;12027; Benicarló
12028 Benicasim/Benicàssim;12028; Benicasim/Benicàssim
46057 Benicolet;46057; Benicolet
46904 Benicull de Xúquer;46904; Benicull de Xúquer
03030 Benidoleig;03030; Benidoleig
03031 Benidorm;03031; Benidorm
30010 Beniel;30010; Beniel
46060 Benifaió;46060; Benifaió
46059 Benifairó de la Valldigna;46059; Benifairó de la Valldigna
46058 Benifairó de les Valls;46058; Benifairó de les Valls
43025 Benifallet;43025; Benifallet
03032 Benifallim;03032; Benifallim
03033 Benifato;03033; Benifato
46061 Beniflá;46061; Beniflá
46062 Benigànim;46062; Benigànim
03029 Benigembla;03029; Benigembla
03034 Benijófar;03034; Benijófar
03035 Benilloba;03035; Benilloba
03036 Benillup;03036; Benillup
03037 Benimantell;03037; Benimantell
03038 Benimarfull;03038; Benimarfull
03039 Benimassot;03039; Benimassot
03040 Benimeli;03040; Benimeli
46063 Benimodo;46063; Benimodo
46064 Benimuslem;46064; Benimuslem
46065 Beniparrell;46065; Beniparrell
46066 Benirredrà;46066; Benirredrà
03041 Benissa;03041; Benissa
43026 Benissanet;43026; Benissanet
46067 Benissanó;46067; Benissanó
46068 Benissoda;46068; Benissoda
46069 Benissuera;46069; Benissuera
03042 Benitachell/Poble Nou de Benitatxell, el;03042; Benitachell/Poble Nou de Benitatxell, el
04026 Benitagla;04026; Benitagla
04027 Benizalón;04027; Benizalón
12029 Benlloc;12029; Benlloc
10027 Benquerencia;10027; Benquerencia
06018 Benquerencia de la Serena;06018; Benquerencia de la Serena
04028 Bentarique;04028; Bentarique
24016 Benuza;24016; Benuza
31250 Bera;31250; Bera
48016 Berango;48016; Berango
01014 Berantevilla;01014; Berantevilla
22246 Beranuy;22246; Beranuy
20022 Berastegi;20022; Berastegi
42034 Beratón;42034; Beratón
